Value	R           	G           	B           	
168  	0.0005643341	0.0000000000	0.0000000000	
169  	0.0014108352	0.0000000000	0.0000000000	
170  	0.0011286682	0.0000000000	0.0000000000	
171  	0.0011286682	0.0000000000	0.0000000000	
172  	0.0014108352	0.0000000000	0.0000000000	
173  	0.0005643341	0.0000000000	0.0000000000	
174  	0.0011286682	0.0000000000	0.0000000000	
175  	0.0011286682	0.0000000000	0.0000000000	
176  	0.0019751693	0.0000000000	0.0000000000	
177  	0.0005643341	0.0000000000	0.0000000000	
178  	0.0005643341	0.0000000000	0.0000000000	
179  	0.0016930023	0.0000000000	0.0000000000	
180  	0.0022573363	0.0000000000	0.0000000000	
181  	0.0019751693	0.0000000000	0.0000000000	
182  	0.0028216704	0.0000000000	0.0000000000	
183  	0.0022573363	0.0000000000	0.0000000000	
184  	0.0039503386	0.0000000000	0.0000000000	
185  	0.0050790068	0.0000000000	0.0000000000	
186  	0.0014108352	0.0000000000	0.0000000000	
187  	0.0019751693	0.0000000000	0.0000000000	
188  	0.0014108352	0.0000000000	0.0000000000	
189  	0.0008465011	0.0000000000	0.0000000000	
190  	0.0005643341	0.0000000000	0.0000000000	
191  	0.0014108352	0.0000000000	0.0000000000	
192  	0.0011286682	0.0000000000	0.0000000000	
193  	0.0025395034	0.0000000000	0.0000000000	
194  	0.0039503386	0.0000000000	0.0000000000	
195  	0.0014108352	0.0000000000	0.0000000000	
196  	0.0031038375	0.0000000000	0.0000000000	
197  	0.0033860045	0.0000000000	0.0000000000	
198  	0.0039503386	0.0000000000	0.0000000000	
199  	0.0101580135	0.0000000000	0.0000000000	
200  	0.0064898420	0.0000000000	0.0000000000	
201  	0.0064898420	0.0000000000	0.0000000000	
202  	0.0053611738	0.0000000000	0.0000000000	
203  	0.0073363431	0.0000000000	0.0000000000	
204  	0.0056433409	0.0000000000	0.0000000000	
205  	0.0047968397	0.0000000000	0.0000000000	
206  	0.0053611738	0.0000000000	0.0000000000	
207  	0.0050790068	0.0000000000	0.0000000000	
208  	0.0050790068	0.0000000000	0.0000000000	
209  	0.0076185102	0.0000000000	0.0000000000	
210  	0.0036681716	0.0000000000	0.0000000000	
211  	0.0016930023	0.0000000000	0.0000000000	
212  	0.0028216704	0.0000000000	0.0000000000	
213  	0.0011286682	0.0000000000	0.0000000000	
214  	0.0033860045	0.0000000000	0.0000000000	
215  	0.0045146727	0.0000000000	0.0000000000	
216  	0.0073363431	0.0000000000	0.0000000000	
217  	0.0079006772	0.0000000000	0.0000000000	
218  	0.0138261851	0.0000000000	0.0000000000	
219  	0.0121331828	0.0000000000	0.0000000000	
220  	0.0132618510	0.0000000000	0.0000000000	
221  	0.0132618510	0.0000000000	0.0000000000	
222  	0.0172121896	0.0000000000	0.0000000000	
223  	0.0200338600	0.0000000000	0.0000000000	
224  	0.0225733634	0.0000000000	0.0000000000	
225  	0.0245485327	0.0000000000	0.0000000000	
226  	0.0299097065	0.0000000000	0.0000000000	
227  	0.0268058691	0.0000000000	0.0000000000	
228  	0.0214446953	0.0000000000	0.0000000000	
229  	0.0222911964	0.0000000000	0.0000000000	
230  	0.0316027088	0.0000000000	0.0000000000	
231  	0.0321670429	0.0000000000	0.0000000000	
232  	0.0335778781	0.0000000000	0.0000000000	
233  	0.0293453725	0.0000000000	0.0000000000	
234  	0.0293453725	0.0000000000	0.0000000000	
235  	0.0251128668	0.0000000000	0.0000000000	
236  	0.0191873589	0.0000000000	0.0000000000	
237  	0.0098758465	0.0000000000	0.0000000000	
238  	0.0056433409	0.0000000000	0.0000000000	
239  	0.0033860045	0.0000000000	0.0000000000	
240  	0.0016930023	0.0000000000	0.0000000000	
241  	0.0011286682	0.0000000000	0.0000000000	
242  	0.0000000000	0.0000000000	0.0000000000	
243  	0.0005643341	0.0000000000	0.0000000000	
244  	0.0000000000	0.0000000000	0.0000000000	
245  	0.0000000000	0.0000000000	0.0000000000	
246  	0.0000000000	0.0000000000	0.0000000000	
247  	0.0000000000	0.0000000000	0.0000000000	
248  	0.0000000000	0.0000000000	0.0000000000	
249  	0.0000000000	0.0000000000	0.0000000000	
250  	0.0000000000	0.0000000000	0.0000000000	
251  	0.0000000000	0.0000000000	0.0000000000	
252  	0.0000000000	0.0000000000	0.0000000000	
253  	0.0000000000	0.0000000000	0.0000000000	
254  	0.0000000000	0.0000000000	0.0000000000	
255  	0.0000000000	0.0000000000	0.0000000000	
