Value	R           	G           	B           	
102  	0.0002947244	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0000000000	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0000000000	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0002947244	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0000000000	0.0000000000	0.0000000000	
115  	0.0000000000	0.0000000000	0.0000000000	
116  	0.0000000000	0.0000000000	0.0000000000	
117  	0.0000000000	0.0000000000	0.0000000000	
118  	0.0000000000	0.0000000000	0.0000000000	
119  	0.0000000000	0.0000000000	0.0000000000	
120  	0.0002947244	0.0000000000	0.0000000000	
121  	0.0000000000	0.0000000000	0.0000000000	
122  	0.0000000000	0.0000000000	0.0000000000	
123  	0.0000000000	0.0000000000	0.0000000000	
124  	0.0000000000	0.0000000000	0.0000000000	
125  	0.0000000000	0.0000000000	0.0000000000	
126  	0.0000000000	0.0000000000	0.0000000000	
127  	0.0000000000	0.0000000000	0.0000000000	
128  	0.0002947244	0.0000000000	0.0000000000	
129  	0.0000000000	0.0000000000	0.0000000000	
130  	0.0000000000	0.0000000000	0.0000000000	
131  	0.0000000000	0.0000000000	0.0000000000	
132  	0.0002947244	0.0000000000	0.0000000000	
133  	0.0002947244	0.0000000000	0.0000000000	
134  	0.0008841733	0.0000000000	0.0000000000	
135  	0.0008841733	0.0000000000	0.0000000000	
136  	0.0008841733	0.0000000000	0.0000000000	
137  	0.0029472443	0.0000000000	0.0000000000	
138  	0.0017683466	0.0000000000	0.0000000000	
139  	0.0026525199	0.0000000000	0.0000000000	
140  	0.0029472443	0.0000000000	0.0000000000	
141  	0.0017683466	0.0000000000	0.0000000000	
142  	0.0011788977	0.0000000000	0.0000000000	
143  	0.0002947244	0.0000000000	0.0000000000	
144  	0.0008841733	0.0000000000	0.0000000000	
145  	0.0002947244	0.0000000000	0.0000000000	
146  	0.0017683466	0.0000000000	0.0000000000	
147  	0.0026525199	0.0000000000	0.0000000000	
148  	0.0008841733	0.0000000000	0.0000000000	
149  	0.0026525199	0.0000000000	0.0000000000	
150  	0.0014736222	0.0000000000	0.0000000000	
151  	0.0005894489	0.0000000000	0.0000000000	
152  	0.0000000000	0.0000000000	0.0000000000	
153  	0.0026525199	0.0000000000	0.0000000000	
154  	0.0020630710	0.0000000000	0.0000000000	
155  	0.0011788977	0.0000000000	0.0000000000	
156  	0.0011788977	0.0000000000	0.0000000000	
157  	0.0014736222	0.0000000000	0.0000000000	
158  	0.0014736222	0.0000000000	0.0000000000	
159  	0.0023577955	0.0000000000	0.0000000000	
160  	0.0032419688	0.0000000000	0.0000000000	
161  	0.0026525199	0.0000000000	0.0000000000	
162  	0.0026525199	0.0000000000	0.0000000000	
163  	0.0032419688	0.0000000000	0.0000000000	
164  	0.0026525199	0.0000000000	0.0000000000	
165  	0.0017683466	0.0000000000	0.0000000000	
166  	0.0032419688	0.0000000000	0.0000000000	
167  	0.0047155909	0.0000000000	0.0000000000	
168  	0.0061892131	0.0000000000	0.0000000000	
169  	0.0023577955	0.0000000000	0.0000000000	
170  	0.0035366932	0.0000000000	0.0000000000	
171  	0.0014736222	0.0000000000	0.0000000000	
172  	0.0029472443	0.0000000000	0.0000000000	
173  	0.0026525199	0.0000000000	0.0000000000	
174  	0.0038314176	0.0000000000	0.0000000000	
175  	0.0017683466	0.0000000000	0.0000000000	
176  	0.0038314176	0.0000000000	0.0000000000	
177  	0.0038314176	0.0000000000	0.0000000000	
178  	0.0058944887	0.0000000000	0.0000000000	
179  	0.0035366932	0.0000000000	0.0000000000	
180  	0.0035366932	0.0000000000	0.0000000000	
181  	0.0047155909	0.0000000000	0.0000000000	
182  	0.0026525199	0.0000000000	0.0000000000	
183  	0.0032419688	0.0000000000	0.0000000000	
184  	0.0050103154	0.0000000000	0.0000000000	
185  	0.0041261421	0.0000000000	0.0000000000	
186  	0.0020630710	0.0000000000	0.0000000000	
187  	0.0020630710	0.0000000000	0.0000000000	
188  	0.0017683466	0.0000000000	0.0000000000	
189  	0.0029472443	0.0000000000	0.0000000000	
190  	0.0055997642	0.0000000000	0.0000000000	
191  	0.0058944887	0.0000000000	0.0000000000	
192  	0.0094311818	0.0000000000	0.0000000000	
193  	0.0117889773	0.0000000000	0.0000000000	
194  	0.0179781904	0.0000000000	0.0000000000	
195  	0.0200412614	0.0000000000	0.0000000000	
196  	0.0203359859	0.0000000000	0.0000000000	
197  	0.0223990569	0.0000000000	0.0000000000	
198  	0.0191570881	0.0000000000	0.0000000000	
199  	0.0120837017	0.0000000000	0.0000000000	
200  	0.0109048040	0.0000000000	0.0000000000	
201  	0.0097259063	0.0000000000	0.0000000000	
202  	0.0135573239	0.0000000000	0.0000000000	
203  	0.0135573239	0.0000000000	0.0000000000	
204  	0.0188623637	0.0000000000	0.0000000000	
205  	0.0194518126	0.0000000000	0.0000000000	
206  	0.0247568523	0.0000000000	0.0000000000	
207  	0.0324196876	0.0000000000	0.0000000000	
208  	0.0306513410	0.0000000000	0.0000000000	
209  	0.0238726790	0.0000000000	0.0000000000	
210  	0.0238726790	0.0000000000	0.0000000000	
211  	0.0221043324	0.0000000000	0.0000000000	
212  	0.0197465370	0.0000000000	0.0000000000	
213  	0.0194518126	0.0000000000	0.0000000000	
214  	0.0129678750	0.0000000000	0.0000000000	
215  	0.0106100796	0.0000000000	0.0000000000	
216  	0.0144414972	0.0000000000	0.0000000000	
217  	0.0138520483	0.0000000000	0.0000000000	
218  	0.0132625995	0.0000000000	0.0000000000	
219  	0.0094311818	0.0000000000	0.0000000000	
220  	0.0085470085	0.0000000000	0.0000000000	
221  	0.0041261421	0.0000000000	0.0000000000	
222  	0.0047155909	0.0000000000	0.0000000000	
223  	0.0017683466	0.0000000000	0.0000000000	
224  	0.0029472443	0.0000000000	0.0000000000	
225  	0.0017683466	0.0000000000	0.0000000000	
226  	0.0017683466	0.0000000000	0.0000000000	
227  	0.0011788977	0.0000000000	0.0000000000	
228  	0.0005894489	0.0000000000	0.0000000000	
229  	0.0000000000	0.0000000000	0.0000000000	
230  	0.0000000000	0.0000000000	0.0000000000	
231  	0.0000000000	0.0000000000	0.0000000000	
232  	0.0000000000	0.0000000000	0.0000000000	
233  	0.0000000000	0.0000000000	0.0000000000	
234  	0.0000000000	0.0000000000	0.0000000000	
235  	0.0000000000	0.0000000000	0.0000000000	
236  	0.0000000000	0.0000000000	0.0000000000	
237  	0.0000000000	0.0000000000	0.0000000000	
238  	0.0000000000	0.0000000000	0.0000000000	
239  	0.0000000000	0.0000000000	0.0000000000	
240  	0.0000000000	0.0000000000	0.0000000000	
241  	0.0000000000	0.0000000000	0.0000000000	
242  	0.0000000000	0.0000000000	0.0000000000	
243  	0.0000000000	0.0000000000	0.0000000000	
244  	0.0000000000	0.0000000000	0.0000000000	
245  	0.0000000000	0.0000000000	0.0000000000	
246  	0.0000000000	0.0000000000	0.0000000000	
247  	0.0000000000	0.0000000000	0.0000000000	
248  	0.0000000000	0.0000000000	0.0000000000	
249  	0.0000000000	0.0000000000	0.0000000000	
250  	0.0000000000	0.0000000000	0.0000000000	
251  	0.0000000000	0.0000000000	0.0000000000	
252  	0.0000000000	0.0000000000	0.0000000000	
253  	0.0000000000	0.0000000000	0.0000000000	
254  	0.0000000000	0.0000000000	0.0000000000	
255  	0.0000000000	0.0000000000	0.0000000000	
