Value	R           	G           	B           	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0000000000	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0002986858	0.0000000000	0.0000000000	
115  	0.0008960573	0.0000000000	0.0000000000	
116  	0.0005973716	0.0000000000	0.0000000000	
117  	0.0008960573	0.0000000000	0.0000000000	
118  	0.0005973716	0.0000000000	0.0000000000	
119  	0.0002986858	0.0000000000	0.0000000000	
120  	0.0029868578	0.0000000000	0.0000000000	
121  	0.0011947431	0.0000000000	0.0000000000	
122  	0.0023894863	0.0000000000	0.0000000000	
123  	0.0020908005	0.0000000000	0.0000000000	
124  	0.0029868578	0.0000000000	0.0000000000	
125  	0.0026881720	0.0000000000	0.0000000000	
126  	0.0014934289	0.0000000000	0.0000000000	
127  	0.0029868578	0.0000000000	0.0000000000	
128  	0.0032855436	0.0000000000	0.0000000000	
129  	0.0011947431	0.0000000000	0.0000000000	
130  	0.0014934289	0.0000000000	0.0000000000	
131  	0.0014934289	0.0000000000	0.0000000000	
132  	0.0014934289	0.0000000000	0.0000000000	
133  	0.0011947431	0.0000000000	0.0000000000	
134  	0.0008960573	0.0000000000	0.0000000000	
135  	0.0008960573	0.0000000000	0.0000000000	
136  	0.0026881720	0.0000000000	0.0000000000	
137  	0.0020908005	0.0000000000	0.0000000000	
138  	0.0014934289	0.0000000000	0.0000000000	
139  	0.0005973716	0.0000000000	0.0000000000	
140  	0.0011947431	0.0000000000	0.0000000000	
141  	0.0017921147	0.0000000000	0.0000000000	
142  	0.0044802867	0.0000000000	0.0000000000	
143  	0.0047789725	0.0000000000	0.0000000000	
144  	0.0053763441	0.0000000000	0.0000000000	
145  	0.0032855436	0.0000000000	0.0000000000	
146  	0.0020908005	0.0000000000	0.0000000000	
147  	0.0017921147	0.0000000000	0.0000000000	
148  	0.0026881720	0.0000000000	0.0000000000	
149  	0.0014934289	0.0000000000	0.0000000000	
150  	0.0026881720	0.0000000000	0.0000000000	
151  	0.0014934289	0.0000000000	0.0000000000	
152  	0.0020908005	0.0000000000	0.0000000000	
153  	0.0029868578	0.0000000000	0.0000000000	
154  	0.0032855436	0.0000000000	0.0000000000	
155  	0.0029868578	0.0000000000	0.0000000000	
156  	0.0014934289	0.0000000000	0.0000000000	
157  	0.0014934289	0.0000000000	0.0000000000	
158  	0.0005973716	0.0000000000	0.0000000000	
159  	0.0008960573	0.0000000000	0.0000000000	
160  	0.0005973716	0.0000000000	0.0000000000	
161  	0.0011947431	0.0000000000	0.0000000000	
162  	0.0005973716	0.0000000000	0.0000000000	
163  	0.0002986858	0.0000000000	0.0000000000	
164  	0.0011947431	0.0000000000	0.0000000000	
165  	0.0017921147	0.0000000000	0.0000000000	
166  	0.0026881720	0.0000000000	0.0000000000	
167  	0.0068697730	0.0000000000	0.0000000000	
168  	0.0089605735	0.0000000000	0.0000000000	
169  	0.0053763441	0.0000000000	0.0000000000	
170  	0.0056750299	0.0000000000	0.0000000000	
171  	0.0041816010	0.0000000000	0.0000000000	
172  	0.0032855436	0.0000000000	0.0000000000	
173  	0.0014934289	0.0000000000	0.0000000000	
174  	0.0023894863	0.0000000000	0.0000000000	
175  	0.0023894863	0.0000000000	0.0000000000	
176  	0.0035842294	0.0000000000	0.0000000000	
177  	0.0065710872	0.0000000000	0.0000000000	
178  	0.0026881720	0.0000000000	0.0000000000	
179  	0.0032855436	0.0000000000	0.0000000000	
180  	0.0035842294	0.0000000000	0.0000000000	
181  	0.0023894863	0.0000000000	0.0000000000	
182  	0.0035842294	0.0000000000	0.0000000000	
183  	0.0023894863	0.0000000000	0.0000000000	
184  	0.0035842294	0.0000000000	0.0000000000	
185  	0.0035842294	0.0000000000	0.0000000000	
186  	0.0020908005	0.0000000000	0.0000000000	
187  	0.0065710872	0.0000000000	0.0000000000	
188  	0.0035842294	0.0000000000	0.0000000000	
189  	0.0044802867	0.0000000000	0.0000000000	
190  	0.0047789725	0.0000000000	0.0000000000	
191  	0.0080645161	0.0000000000	0.0000000000	
192  	0.0068697730	0.0000000000	0.0000000000	
193  	0.0035842294	0.0000000000	0.0000000000	
194  	0.0038829152	0.0000000000	0.0000000000	
195  	0.0038829152	0.0000000000	0.0000000000	
196  	0.0044802867	0.0000000000	0.0000000000	
197  	0.0095579450	0.0000000000	0.0000000000	
198  	0.0092592593	0.0000000000	0.0000000000	
199  	0.0110513740	0.0000000000	0.0000000000	
200  	0.0116487455	0.0000000000	0.0000000000	
201  	0.0152329749	0.0000000000	0.0000000000	
202  	0.0170250896	0.0000000000	0.0000000000	
203  	0.0140382318	0.0000000000	0.0000000000	
204  	0.0173237754	0.0000000000	0.0000000000	
205  	0.0161290323	0.0000000000	0.0000000000	
206  	0.0152329749	0.0000000000	0.0000000000	
207  	0.0161290323	0.0000000000	0.0000000000	
208  	0.0170250896	0.0000000000	0.0000000000	
209  	0.0277777778	0.0000000000	0.0000000000	
210  	0.0262843489	0.0000000000	0.0000000000	
211  	0.0253882915	0.0000000000	0.0000000000	
212  	0.0238948626	0.0000000000	0.0000000000	
213  	0.0271804062	0.0000000000	0.0000000000	
214  	0.0292712067	0.0000000000	0.0000000000	
215  	0.0262843489	0.0000000000	0.0000000000	
216  	0.0197132616	0.0000000000	0.0000000000	
217  	0.0131421744	0.0000000000	0.0000000000	
218  	0.0128434886	0.0000000000	0.0000000000	
219  	0.0128434886	0.0000000000	0.0000000000	
220  	0.0080645161	0.0000000000	0.0000000000	
221  	0.0065710872	0.0000000000	0.0000000000	
222  	0.0062724014	0.0000000000	0.0000000000	
223  	0.0059737157	0.0000000000	0.0000000000	
224  	0.0035842294	0.0000000000	0.0000000000	
225  	0.0032855436	0.0000000000	0.0000000000	
226  	0.0011947431	0.0000000000	0.0000000000	
227  	0.0011947431	0.0000000000	0.0000000000	
228  	0.0005973716	0.0000000000	0.0000000000	
229  	0.0000000000	0.0000000000	0.0000000000	
230  	0.0000000000	0.0000000000	0.0000000000	
231  	0.0000000000	0.0000000000	0.0000000000	
232  	0.0000000000	0.0000000000	0.0000000000	
233  	0.0000000000	0.0000000000	0.0000000000	
234  	0.0000000000	0.0000000000	0.0000000000	
235  	0.0000000000	0.0000000000	0.0000000000	
236  	0.0000000000	0.0000000000	0.0000000000	
237  	0.0000000000	0.0000000000	0.0000000000	
238  	0.0000000000	0.0000000000	0.0000000000	
239  	0.0000000000	0.0000000000	0.0000000000	
240  	0.0000000000	0.0000000000	0.0000000000	
241  	0.0000000000	0.0000000000	0.0000000000	
242  	0.0000000000	0.0000000000	0.0000000000	
243  	0.0000000000	0.0000000000	0.0000000000	
244  	0.0000000000	0.0000000000	0.0000000000	
245  	0.0000000000	0.0000000000	0.0000000000	
246  	0.0000000000	0.0000000000	0.0000000000	
247  	0.0000000000	0.0000000000	0.0000000000	
248  	0.0000000000	0.0000000000	0.0000000000	
249  	0.0000000000	0.0000000000	0.0000000000	
250  	0.0000000000	0.0000000000	0.0000000000	
251  	0.0000000000	0.0000000000	0.0000000000	
252  	0.0000000000	0.0000000000	0.0000000000	
253  	0.0000000000	0.0000000000	0.0000000000	
254  	0.0000000000	0.0000000000	0.0000000000	
255  	0.0000000000	0.0000000000	0.0000000000	
